entry_date,exit_date,entry_price,exit_price,shares,pnl,entry_cost,exit_cost,transaction_cost,liquidity_constrained,hold_days,signal_types,exit_reason,period,trade_id
2016-11-14,2016-11-17,186.51,188.3778,159,296.98,15.639,15.8039,31.4428,False,3,OEX,CALENDAR,IS,211
2016-11-22,2016-11-23,189.9457,189.8487,158,-15.32,15.8129,15.821,31.6339,False,1,PRE_HOLIDAY,CALENDAR,IS,212
2016-11-29,2016-12-05,190.2299,190.1068,157,-19.32,15.7356,15.74,31.4756,False,4,TOM,CALENDAR,IS,213
2016-12-12,2016-12-15,194.8281,195.1048,154,42.61,15.7825,15.8208,31.6034,False,3,OEX,CALENDAR,IS,214
2016-12-22,2016-12-23,195.2228,195.303,154,12.35,15.8132,15.8351,31.6484,False,1,PRE_HOLIDAY,CALENDAR,IS,215
2016-12-29,2017-01-05,194.3307,195.9001,154,241.68,15.7459,15.8831,31.629,False,4,"PRE_HOLIDAY,TOM",CALENDAR,IS,216
2017-01-12,2017-01-13,196.2189,196.4625,154,37.51,15.8886,15.9219,31.8105,False,1,PRE_HOLIDAY,CALENDAR,IS,217
2017-01-17,2017-01-19,195.9764,195.4761,154,-77.04,15.8689,15.8473,31.7161,False,2,OEX,CALENDAR,IS,218
2017-01-30,2017-02-03,197.1024,198.4441,153,205.28,15.8538,15.9712,31.825,False,4,TOM,CALENDAR,IS,219
2017-02-13,2017-02-17,201.6238,203.4196,151,271.16,15.9875,16.1383,32.1259,False,4,"OEX,PRE_HOLIDAY",CALENDAR,IS,220
2017-02-27,2017-03-03,205.383,206.3011,149,136.79,16.0523,16.1412,32.1935,False,4,TOM,CALENDAR,IS,221
2017-03-13,2017-03-16,205.9894,206.353,149,54.18,16.1015,16.1458,32.2474,False,3,OEX,CALENDAR,IS,222
2017-03-30,2017-04-05,205.5631,204.0352,150,-229.2,16.1776,16.0787,32.2563,False,4,TOM,CALENDAR,IS,223
2017-04-17,2017-04-20,204.0669,204.5219,150,68.25,16.0659,16.1141,32.18,False,3,OEX,CALENDAR,IS,224
2017-04-27,2017-05-03,207.5727,207.2507,148,-47.66,16.1117,16.1039,32.2157,False,4,TOM,CALENDAR,IS,225
2017-05-15,2017-05-18,209.0517,205.7646,147,-483.19,16.1095,15.8898,31.9993,False,3,OEX,CALENDAR,IS,226
2017-05-25,2017-05-26,210.3218,210.0579,143,-37.74,15.7672,15.7641,31.5313,False,1,PRE_HOLIDAY,CALENDAR,IS,227
2017-05-30,2017-06-05,210.0956,212.0393,143,277.95,15.7512,15.907,31.6582,False,4,TOM,CALENDAR,IS,228
2017-06-12,2017-06-16,211.7137,211.8944,144,26.03,15.9779,15.9979,31.9758,False,4,"OEX,PRE_HOLIDAY",CALENDAR,IS,229
2017-06-29,2017-07-06,210.989,210.0691,144,-132.46,15.923,15.8742,31.7972,False,4,"PRE_HOLIDAY,TOM",CALENDAR,IS,230
2017-07-17,2017-07-20,214.6431,215.7893,141,161.62,15.8545,15.9496,31.8041,False,3,OEX,CALENDAR,IS,231
2017-07-28,2017-08-03,215.8494,215.6671,141,-25.71,15.9316,15.931,31.8626,False,4,TOM,CALENDAR,IS,232
2017-08-14,2017-08-17,215.5259,212.2873,141,-456.64,15.912,15.7033,31.6153,False,3,OEX,CALENDAR,IS,233
2017-08-30,2017-09-06,215.0627,215.6146,139,76.72,15.6604,15.7149,31.3754,False,4,"PRE_HOLIDAY,TOM",CALENDAR,IS,234
2017-09-11,2017-09-14,217.8601,218.4005,138,74.58,15.74,15.7915,31.5315,False,3,OEX,CALENDAR,IS,235
2017-09-28,2017-10-04,219.9427,222.1788,137,306.35,15.7587,15.925,31.6837,False,4,TOM,CALENDAR,IS,236
2017-10-16,2017-10-19,224.2826,224.4871,136,27.81,15.9339,15.9631,31.897,False,3,OEX,CALENDAR,IS,237
2017-10-30,2017-11-03,225.5652,226.8215,135,169.6,15.9074,16.0076,31.915,False,4,TOM,CALENDAR,IS,238
2017-11-13,2017-11-16,226.9533,226.9707,135,2.36,16.0002,16.0204,32.0206,False,3,OEX,CALENDAR,IS,239
2017-11-21,2017-11-22,228.4116,227.9712,134,-59.01,15.9827,15.9686,31.9513,False,1,PRE_HOLIDAY,CALENDAR,IS,240
2017-11-29,2017-12-05,230.8012,230.9815,132,23.81,15.9019,15.9306,31.8325,False,4,TOM,CALENDAR,IS,241
2017-12-11,2017-12-14,233.9639,233.1493,131,-106.71,15.9891,15.9506,31.9397,False,3,OEX,CALENDAR,IS,242
2017-12-21,2017-12-22,236.2812,235.973,129,-39.75,15.8927,15.8886,31.7813,False,1,PRE_HOLIDAY,CALENDAR,IS,243
2017-12-28,2018-01-04,236.5372,239.5897,129,393.77,15.9076,16.1209,32.0286,False,4,"PRE_HOLIDAY,TOM",CALENDAR,IS,244
2018-01-11,2018-01-12,243.8221,245.156,126,168.07,15.9984,16.099,32.0973,False,1,PRE_HOLIDAY,CALENDAR,IS,245
2018-01-16,2018-01-18,244.5726,246.2321,127,210.76,16.1733,16.2954,32.4687,False,2,OEX,CALENDAR,IS,246
2018-01-30,2018-02-05,248.8023,232.8148,125,-1998.43,16.187,15.2209,31.4079,False,4,TOM,CALENDAR,IS,247
2018-02-12,2018-02-16,234.3034,240.9127,125,826.16,15.3037,15.7347,31.0384,False,4,"OEX,PRE_HOLIDAY",CALENDAR,IS,248
2018-02-27,2018-03-05,242.3299,240.1012,124,-276.36,15.6828,15.5594,31.2421,False,4,TOM,CALENDAR,IS,249
2018-03-12,2018-03-15,245.9415,242.5801,121,-406.73,15.5073,15.3181,30.8254,False,3,OEX,CALENDAR,IS,250
2018-03-28,2018-04-04,230.3569,233.4196,127,388.96,15.2945,15.508,30.8025,False,4,TOM,CALENDAR,IS,251
2018-04-16,2018-04-19,237.0061,238.14,125,141.75,15.4759,15.5629,31.0388,False,3,OEX,CALENDAR,IS,252
2018-04-27,2018-05-03,236.3233,232.5871,126,-470.76,15.5477,15.3222,30.87,False,4,TOM,CALENDAR,IS,253
2018-05-14,2018-05-17,242.0149,240.9036,121,-134.47,15.2654,15.2125,30.4779,False,3,OEX,CALENDAR,IS,254
2018-05-24,2018-05-25,241.8553,241.0275,121,-100.16,15.2512,15.2165,30.4677,False,1,PRE_HOLIDAY,CALENDAR,IS,255
2018-05-30,2018-06-05,241.6868,243.6402,121,236.36,15.2447,15.3782,30.6228,False,4,TOM,CALENDAR,IS,256
2018-06-11,2018-06-14,246.9619,246.8552,119,-12.7,15.305,15.3128,30.6178,False,3,OEX,CALENDAR,IS,257
2018-06-15,2018-06-18,246.7973,246.0332,119,-90.93,15.2935,15.2633,30.5569,False,1,PRE_HOLIDAY,CALENDAR,IS,258
2018-06-28,2018-07-05,241.2404,242.9639,121,208.54,15.2128,15.3303,30.5431,False,4,"PRE_HOLIDAY,TOM",CALENDAR,IS,259
2018-07-16,2018-07-19,248.7653,249.0934,119,39.04,15.4131,15.4486,30.8617,False,3,OEX,CALENDAR,IS,260
2018-07-30,2018-08-03,249.3086,252.2963,118,352.54,15.3138,15.5041,30.8179,False,4,TOM,CALENDAR,IS,261
2018-08-13,2018-08-16,251.2232,252.7055,119,176.39,15.5538,15.6601,31.2139,False,3,OEX,CALENDAR,IS,262
2018-08-30,2018-09-06,258.5256,256.353,116,-252.02,15.5863,15.4753,31.0616,False,4,"PRE_HOLIDAY,TOM",CALENDAR,IS,263
2018-09-17,2018-09-20,257.6706,261.1748,116,406.49,15.5323,15.7529,31.2852,False,3,OEX,CALENDAR,IS,264
2018-09-27,2018-10-03,260.0446,260.6949,116,75.44,15.6692,15.722,31.3912,False,4,TOM,CALENDAR,IS,265
2018-10-15,2018-10-18,245.4724,247.0038,123,188.37,15.7369,15.8505,31.5874,False,3,OEX,CALENDAR,IS,266
2018-10-30,2018-11-05,239.5414,244.3139,127,606.1,15.88,16.2019,32.0819,False,4,TOM,CALENDAR,IS,267
2018-11-12,2018-11-15,243.8354,243.9832,128,18.91,16.2826,16.3052,32.5878,False,3,OEX,CALENDAR,IS,268
2018-11-20,2018-11-21,236.2765,236.8339,132,73.58,16.2922,16.3408,32.633,False,1,PRE_HOLIDAY,CALENDAR,IS,269
2018-11-29,2018-12-06,245.0968,241.1413,127,-502.35,16.2337,16.0026,32.2363,False,4,TOM,CALENDAR,IS,270
2018-12-17,2018-12-20,228.4401,220.8819,134,-1012.79,16.014,15.519,31.533,False,3,OEX,CALENDAR,IS,271
2018-12-21,2018-12-24,216.5831,210.6392,137,-814.33,15.5557,15.1643,30.72,False,1,PRE_HOLIDAY,CALENDAR,IS,272
2018-12-28,2018-12-31,222.9267,224.6438,130,223.21,15.1808,15.3083,30.4891,False,1,PRE_HOLIDAY,CALENDAR,IS,273
2019-01-14,2019-01-18,231.6097,239.5112,126,995.59,15.2653,15.7795,31.0448,False,4,"OEX,PRE_HOLIDAY",CALENDAR,IS,274
2019-01-30,2019-02-05,240.7694,245.4801,125,588.84,15.7052,16.0019,31.7071,False,4,TOM,CALENDAR,IS,275
2019-02-11,2019-02-15,243.5046,249.3183,126,732.53,15.9915,16.3751,32.3666,False,4,"OEX,PRE_HOLIDAY",CALENDAR,IS,276
2019-02-27,2019-03-05,251.2248,250.8015,125,-52.91,16.3426,16.3292,32.6718,False,4,TOM,CALENDAR,IS,277
2019-03-11,2019-03-14,250.5409,252.725,125,273.01,16.3003,16.4514,32.7516,False,3,OEX,CALENDAR,IS,278
2019-03-28,2019-04-03,253.696,258.5872,125,611.4,16.5025,16.8264,33.3289,False,4,TOM,CALENDAR,IS,279
2019-04-15,2019-04-18,262.0646,261.8374,123,-27.95,16.7526,16.7543,33.507,False,3,OEX,CALENDAR,IS,280
2019-04-29,2019-05-03,265.5892,265.4578,121,-15.9,16.6835,16.6936,33.3772,False,4,TOM,CALENDAR,IS,281
2019-05-13,2019-05-16,253.8316,259.7428,127,750.72,16.7781,17.1738,33.9519,False,3,OEX,CALENDAR,IS,282
2019-05-23,2019-05-24,254.9884,255.3009,129,40.31,17.121,17.1581,34.2791,False,1,PRE_HOLIDAY,CALENDAR,IS,283
2019-05-30,2019-06-05,252.1778,255.4632,131,430.39,17.2023,17.4406,34.6428,False,4,TOM,CALENDAR,IS,284
2019-06-17,2019-06-20,261.5224,267.1099,128,715.19,17.4077,17.7822,35.1899,False,3,"OEX,PRE_HOLIDAY",CALENDAR,IS,285
2019-06-27,2019-07-03,264.7288,271.0765,129,818.86,17.7471,18.1642,35.9113,False,4,"PRE_HOLIDAY,TOM",CALENDAR,IS,286
2019-07-15,2019-07-18,273.129,271.1036,128,-259.24,18.1371,18.0269,36.1639,False,3,OEX,CALENDAR,IS,287
2019-07-30,2019-08-05,273.1017,257.486,127,-1983.2,17.9941,17.0331,35.0272,False,4,TOM,CALENDAR,IS,288
2019-08-12,2019-08-15,261.6139,258.2389,125,-421.88,17.011,16.8228,33.8338,False,3,OEX,CALENDAR,IS,289
2019-08-29,2019-09-05,265.7098,270.1871,121,541.76,16.7281,17.0153,33.7434,False,4,"PRE_HOLIDAY,TOM",CALENDAR,IS,290
2019-09-16,2019-09-19,272.5933,273.1449,120,66.19,16.988,17.0347,34.0227,False,3,OEX,CALENDAR,IS,291
2019-09-27,2019-10-03,269.5093,264.6906,122,-587.88,17.0656,16.7914,33.857,False,4,TOM,CALENDAR,IS,292
2019-10-14,2019-10-17,270.0112,272.7658,120,330.55,16.8277,17.0123,33.8401,False,3,OEX,CALENDAR,IS,293
2019-10-30,2019-11-05,277.4832,279.8294,118,276.85,16.9851,17.1317,34.1168,False,4,TOM,CALENDAR,IS,294
2019-11-11,2019-11-14,281.324,282.1262,117,93.86,17.0542,17.1155,34.1698,False,3,OEX,CALENDAR,IS,295
2019-11-26,2019-12-04,286.5516,283.867,115,-308.73,17.0598,16.9264,33.9861,False,5,"PRE_HOLIDAY,TOM",CALENDAR,IS,296
2019-12-16,2019-12-19,291.4965,292.4709,112,109.13,16.8981,16.9692,33.8673,False,3,OEX,CALENDAR,IS,297
2019-12-23,2019-12-24,294.5067,294.2111,111,-32.81,16.9128,16.9127,33.8256,False,1,PRE_HOLIDAY,CALENDAR,IS,298
2019-12-30,2020-01-06,294.3782,296.4183,111,226.45,16.9058,17.035,33.9407,False,4,"PRE_HOLIDAY,TOM",CALENDAR,IS,299
2020-01-13,2020-01-17,300.6768,304.0296,110,368.81,17.0984,17.3007,34.3992,False,4,"OEX,PRE_HOLIDAY",CALENDAR,IS,300
2020-01-30,2020-02-05,300.4294,304.8629,111,492.12,17.2492,17.5206,34.7698,False,4,TOM,CALENDAR,IS,301
2020-02-13,2020-02-14,309.0292,309.2042,109,19.07,17.4155,17.4417,34.8573,False,1,PRE_HOLIDAY,CALENDAR,IS,302
2020-02-18,2020-02-20,308.7267,308.6089,110,-12.95,17.5586,17.5702,35.1289,False,2,OEX,CALENDAR,IS,303
2020-05-11,2020-05-14,269.7527,262.5349,125,-902.24,17.5421,17.1052,34.6473,False,3,OEX,CALENDAR,IS,304
2020-05-21,2020-05-22,271.9476,272.1808,121,28.22,17.1058,17.1367,34.2425,False,1,PRE_HOLIDAY,CALENDAR,IS,305
2020-06-17,2020-06-18,287.4224,287.2346,115,-21.6,17.1528,17.1582,34.311,False,1,PRE_HOLIDAY,CALENDAR,IS,306
2020-07-01,2020-07-02,287.6312,288.9149,115,147.63,17.1685,17.2601,34.4286,False,1,PRE_HOLIDAY,CALENDAR,IS,307
2020-07-30,2020-08-05,300.0801,307.3111,110,795.41,17.0816,17.4938,34.5754,False,4,TOM,CALENDAR,IS,308
2020-08-17,2020-08-20,313.0015,313.0205,108,2.06,17.4657,17.4816,34.9473,False,3,OEX,CALENDAR,IS,309
2020-08-28,2020-09-04,324.7373,316.9901,104,-805.7,17.4224,17.0576,34.48,False,5,"PRE_HOLIDAY,TOM",CALENDAR,IS,310
2020-09-14,2020-09-17,313.5112,310.7624,105,-288.62,17.0303,16.9016,33.9319,False,3,OEX,CALENDAR,IS,311
2020-09-29,2020-10-05,309.1027,315.6483,106,693.83,16.961,17.3214,34.2824,False,4,TOM,CALENDAR,IS,312
2020-10-12,2020-10-15,327.7579,322.8392,102,-501.71,17.265,17.0312,34.2962,False,3,OEX,CALENDAR,IS,313
2020-11-16,2020-11-19,337.188,332.3897,98,-470.23,17.0523,16.8348,33.8871,False,3,OEX,CALENDAR,IS,314
2020-11-24,2020-11-25,337.7924,336.9237,96,-83.4,16.733,16.6981,33.4311,False,1,PRE_HOLIDAY,CALENDAR,IS,315
2020-11-27,2020-12-03,338.2108,340.6678,96,235.87,16.7438,16.8745,33.6183,False,4,TOM,CALENDAR,IS,316
2020-12-14,2020-12-17,339.1314,345.824,96,642.49,16.7799,17.1159,33.8958,False,3,OEX,CALENDAR,IS,317
2020-12-23,2020-12-24,343.2947,344.2753,97,95.12,17.149,17.2141,34.3631,False,1,PRE_HOLIDAY,CALENDAR,IS,318
2020-12-30,2021-01-06,347.4226,348.5205,96,105.39,17.1697,17.2425,34.4122,False,4,"PRE_HOLIDAY,TOM",CALENDAR,IS,319
2021-01-11,2021-01-15,353.6801,350.5264,95,-299.6,17.2933,17.1591,34.4524,False,4,"OEX,PRE_HOLIDAY",CALENDAR,IS,320
2021-02-11,2021-02-12,364.9063,366.3315,91,129.69,17.0907,17.1727,34.2633,False,1,PRE_HOLIDAY,CALENDAR,IS,321
2021-02-16,2021-02-18,366.3913,364.5401,91,-168.46,17.1583,17.0894,34.2477,False,2,OEX,CALENDAR,IS,322
2021-03-15,2021-03-18,370.2298,365.2492,89,-443.27,16.9476,16.7427,33.6902,False,3,OEX,CALENDAR,IS,323
2021-03-30,2021-04-06,369.868,380.1496,88,904.77,16.7341,17.2007,33.9348,False,4,TOM,CALENDAR,IS,324
2021-04-12,2021-04-15,385.7128,389.2762,87,310.02,17.2294,17.4034,34.6327,False,3,OEX,CALENDAR,IS,325
2021-04-29,2021-05-05,393.6023,389.164,86,-381.69,17.3706,17.1953,34.5658,False,4,TOM,CALENDAR,IS,326
2021-05-17,2021-05-20,389.3485,388.7239,86,-53.72,17.1953,17.1853,34.3807,False,3,OEX,CALENDAR,IS,327
2021-05-27,2021-06-03,392.8809,391.9907,85,-75.66,17.145,17.1245,34.2695,False,4,"PRE_HOLIDAY,TOM",CALENDAR,IS,328
2021-06-14,2021-06-17,398.4747,394.9863,84,-293.02,17.1666,17.0355,34.2021,False,3,"OEX,PRE_HOLIDAY",CALENDAR,IS,329
2021-06-29,2021-07-06,402.0721,406.5713,82,368.94,16.9087,17.1097,34.0184,False,4,"PRE_HOLIDAY,TOM",CALENDAR,IS,330
2021-07-12,2021-07-15,410.8899,408.2805,81,-211.36,17.061,16.972,34.0329,False,3,OEX,CALENDAR,IS,331
2021-07-29,2021-08-04,414.2461,412.253,80,-159.44,16.9873,16.9252,33.9125,False,4,TOM,CALENDAR,IS,332
2021-08-16,2021-08-19,420.1872,413.0795,79,-561.5,17.0041,16.7396,33.7437,False,3,OEX,CALENDAR,IS,333
2021-08-30,2021-09-03,425.132,425.4948,76,27.57,16.5469,16.5754,33.1222,False,4,"PRE_HOLIDAY,TOM",CALENDAR,IS,334
2021-09-13,2021-09-16,419.8205,419.9446,78,9.68,16.7744,16.7946,33.569,False,3,OEX,CALENDAR,IS,335
2021-09-29,2021-10-05,409.726,408.034,79,-133.67,16.5963,16.5486,33.1448,False,4,TOM,CALENDAR,IS,336
2021-10-11,2021-10-14,409.9525,416.89,79,548.07,16.6084,16.9016,33.5101,False,3,OEX,CALENDAR,IS,337
2021-10-28,2021-11-03,432.2373,437.8244,76,424.62,16.8203,17.0463,33.8666,False,4,TOM,CALENDAR,IS,338
2021-11-15,2021-11-18,440.8287,442.5446,76,130.4,17.1402,17.2223,34.3625,False,3,OEX,CALENDAR,IS,339
2021-11-23,2021-11-24,441.5455,442.2714,76,55.17,17.167,17.211,34.378,False,1,PRE_HOLIDAY,CALENDAR,IS,340
2021-11-29,2021-12-03,438.16,427.1781,77,-845.6,17.2722,16.8703,34.1425,False,4,TOM,CALENDAR,IS,341
2021-12-13,2021-12-16,440.0179,439.4541,74,-41.73,16.6758,16.6722,33.348,False,3,OEX,CALENDAR,IS,342
2021-12-22,2021-12-23,442.6237,444.9216,74,170.04,16.7756,16.8779,33.6535,False,1,PRE_HOLIDAY,CALENDAR,IS,343
2021-12-29,2022-01-05,451.8889,442.8227,73,-661.83,16.8834,16.5673,33.4506,False,5,"PRE_HOLIDAY,TOM",CALENDAR,IS,344
2022-01-13,2022-01-14,439.633,439.3625,73,-19.74,16.4322,16.4383,32.8704,False,1,PRE_HOLIDAY,CALENDAR,IS,345
2022-01-18,2022-01-20,432.024,422.3729,74,-714.19,16.3771,16.0328,32.4099,False,2,OEX,CALENDAR,IS,346
2022-01-28,2022-02-03,418.2635,422.231,75,297.57,16.0784,16.2468,32.3252,False,4,TOM,CALENDAR,IS,347
2022-02-17,2022-02-18,413.6357,410.5357,77,-238.7,16.3365,16.2322,32.5686,False,1,PRE_HOLIDAY,CALENDAR,IS,348
2022-02-25,2022-03-03,414.2888,411.935,76,-178.89,16.1531,16.0775,32.2307,False,4,TOM,CALENDAR,IS,349
2022-03-30,2022-04-05,435.4644,427.744,72,-555.87,16.0667,15.8017,31.8684,False,4,TOM,CALENDAR,IS,350
2022-04-11,2022-04-14,417.6359,415.1874,74,-181.18,15.8487,15.7703,31.619,False,3,OEX,CALENDAR,IS,351
2022-05-16,2022-05-19,379.824,369.3518,81,-848.25,15.8312,15.4247,31.2559,False,3,OEX,CALENDAR,IS,352
2022-05-26,2022-06-03,384.7796,389.3438,77,351.44,15.2414,15.4291,30.6704,False,5,"PRE_HOLIDAY,TOM",CALENDAR,IS,353
2022-06-16,2022-06-17,348.0783,348.4689,87,33.98,15.6215,15.6542,31.2757,False,1,PRE_HOLIDAY,CALENDAR,IS,354
2022-06-30,2022-07-01,359.6884,363.1179,84,288.08,15.574,15.733,31.307,False,1,PRE_HOLIDAY,CALENDAR,IS,355
2022-07-11,2022-07-14,366.3433,359.9463,83,-530.95,15.6623,15.4039,31.0662,False,3,OEX,CALENDAR,IS,356
2022-07-28,2022-08-03,387.1661,394.75,77,583.96,15.3204,15.6308,30.9511,False,4,TOM,CALENDAR,IS,357
2022-08-15,2022-08-18,408.8948,407.5514,75,-100.76,15.7388,15.7017,31.4406,False,3,OEX,CALENDAR,IS,358
2022-08-30,2022-09-06,379.6722,372.1857,80,-598.92,15.6238,15.3361,30.9599,False,4,"PRE_HOLIDAY,TOM",CALENDAR,IS,359
2022-09-12,2022-09-15,391.838,371.576,76,-1539.91,15.3015,14.5517,29.8532,False,3,OEX,CALENDAR,IS,360
2022-10-28,2022-11-03,372.4338,354.8259,76,-1338.21,14.57,13.9107,28.4807,False,4,TOM,CALENDAR,IS,361
2022-11-14,2022-11-17,378.2736,377.0428,71,-87.39,13.8194,13.7893,27.6087,False,3,OEX,CALENDAR,IS,362
2022-11-22,2022-11-23,382.8498,384.866,70,141.13,13.7841,13.8688,27.6529,False,1,PRE_HOLIDAY,CALENDAR,IS,363
2022-11-29,2022-12-05,378.379,382.1594,71,268.41,13.8228,13.9724,27.7952,False,4,TOM,CALENDAR,IS,364
2022-12-12,2022-12-15,381.9401,372.6339,71,-660.74,13.9379,13.622,27.5599,False,3,OEX,CALENDAR,IS,365
2022-12-22,2022-12-23,366.1614,367.8887,73,126.09,13.7558,13.8328,27.5886,False,1,PRE_HOLIDAY,CALENDAR,IS,366
2022-12-29,2022-12-30,368.7772,367.4275,72,-97.18,13.658,13.6229,27.2808,False,1,PRE_HOLIDAY,CAP,IS,367
2023-01-12,2023-01-13,381.7828,382.8646,65,70.32,12.9264,12.9753,25.9018,False,1,PRE_HOLIDAY,CALENDAR,OOS,368
2023-01-17,2023-01-19,382.5618,373.3914,65,-596.07,12.9522,12.6623,25.6145,False,2,OEX,CALENDAR,OOS,369
2023-01-30,2023-02-03,385.2738,396.1742,63,686.72,12.6374,12.8242,25.4615,False,4,TOM,CALENDAR,OOS,370
2023-02-13,2023-02-17,397.0429,391.2838,63,-362.83,12.8393,12.6681,25.5074,False,4,"OEX,PRE_HOLIDAY",CALENDAR,OOS,371
2023-02-27,2023-03-03,382.5206,388.3343,64,372.08,12.5769,12.7738,25.3507,False,4,TOM,CALENDAR,OOS,372
2023-03-13,2023-03-16,370.6238,380.571,67,666.47,12.7651,13.1133,25.8785,False,3,OEX,CALENDAR,OOS,373
2023-03-30,2023-04-05,389.744,393.1051,66,221.83,13.2083,13.3317,26.5401,False,4,TOM,CALENDAR,OOS,374
2023-04-17,2023-04-20,399.6298,397.2331,65,-155.79,13.3244,13.2561,26.5806,False,3,OEX,CALENDAR,OOS,375
2023-04-27,2023-05-03,398.1527,393.5103,65,-301.76,13.2773,13.1393,26.4166,False,4,TOM,CALENDAR,OOS,376
2023-05-15,2023-05-18,398.732,404.3218,64,357.74,13.0929,13.2866,26.3795,False,3,OEX,CALENDAR,OOS,377
2023-05-25,2023-05-26,400.3153,405.0837,64,305.18,13.142,13.3087,26.4508,False,1,PRE_HOLIDAY,CALENDAR,OOS,378
2023-05-30,2023-06-05,405.654,411.912,64,400.51,13.3136,13.5255,26.8391,False,4,TOM,CALENDAR,OOS,379
2023-06-12,2023-06-16,418.8029,425.407,63,416.06,13.5178,13.7385,27.2563,False,4,"OEX,PRE_HOLIDAY",CALENDAR,OOS,380
2023-06-29,2023-07-06,424.535,425.6006,63,67.14,13.6961,13.7435,27.4396,False,4,"PRE_HOLIDAY,TOM",CALENDAR,OOS,381
2023-07-17,2023-07-20,436.8703,437.7204,62,52.71,13.8606,13.901,27.7615,False,3,OEX,CALENDAR,OOS,382
2023-07-28,2023-08-03,442.7619,434.4872,61,-504.76,13.8162,13.5781,27.3943,False,4,TOM,CALENDAR,OOS,383
2023-08-14,2023-08-17,434.225,422.3384,61,-725.09,13.5566,13.2078,26.7644,False,3,OEX,CALENDAR,OOS,384
2023-08-30,2023-09-06,437.0351,431.9509,59,-299.97,13.1983,13.0611,26.2594,False,4,"PRE_HOLIDAY,TOM",CALENDAR,OOS,385
2023-09-11,2023-09-14,434.5546,435.9585,59,82.83,13.1253,13.1787,26.3039,False,3,OEX,CALENDAR,OOS,386
2023-09-28,2023-10-04,416.707,412.5302,61,-254.78,13.0236,12.9098,25.9334,False,4,TOM,CALENDAR,OOS,387
2023-10-16,2023-10-19,424.0196,414.2496,60,-586.2,13.0311,12.7497,25.7808,False,3,OEX,CALENDAR,OOS,388
2023-10-30,2023-11-03,404.1336,422.2737,61,1106.55,12.643,13.2116,25.8546,False,4,TOM,CALENDAR,OOS,389
2023-11-13,2023-11-16,428.0552,437.37,60,558.89,13.1561,13.4495,26.6057,False,3,OEX,CALENDAR,OOS,390
2023-11-21,2023-11-22,440.7745,442.0233,60,74.93,13.5375,13.5866,27.1241,False,1,PRE_HOLIDAY,CALENDAR,OOS,391
2023-11-29,2023-12-05,442.0774,443.5582,60,88.85,13.5732,13.6292,27.2024,False,4,TOM,CALENDAR,OOS,392
2023-12-11,2023-12-14,449.2538,458.5283,59,547.19,13.5544,13.8395,27.3939,False,3,OEX,CALENDAR,OOS,393
2023-12-21,2023-12-22,461.5322,461.987,59,26.83,13.9174,13.9446,27.8621,False,1,PRE_HOLIDAY,CALENDAR,OOS,394
2023-12-28,2024-01-04,465.4278,455.7737,58,-559.94,13.794,13.5282,27.3221,False,4,"PRE_HOLIDAY,TOM",CALENDAR,OOS,395
2024-01-11,2024-01-12,465.0959,464.9424,57,-8.75,13.5481,13.5561,27.1042,False,1,PRE_HOLIDAY,CALENDAR,OOS,396
2024-01-16,2024-01-18,463.7094,464.757,57,59.71,13.5076,13.5519,27.0596,False,2,OEX,CALENDAR,OOS,397
2024-01-30,2024-02-05,479.2922,480.4217,55,62.12,13.462,13.5098,26.9718,False,4,TOM,CALENDAR,OOS,398
2024-02-12,2024-02-16,489.1437,487.2104,54,-104.4,13.4857,13.4482,26.9339,False,4,"OEX,PRE_HOLIDAY",CALENDAR,OOS,399
2024-02-28,2024-03-05,494.299,494.6916,54,21.2,13.6295,13.6518,27.2812,False,4,TOM,CALENDAR,OOS,400
2024-03-11,2024-03-14,499.2003,502.2704,53,162.71,13.5053,13.5989,27.1042,False,3,OEX,CALENDAR,OOS,401
2024-03-27,2024-04-03,512.3963,508.1948,52,-218.48,13.5893,13.4922,27.0814,False,4,TOM,CALENDAR,OOS,402
2024-04-15,2024-04-18,494.0621,488.7341,54,-287.71,13.6199,13.4878,27.1077,False,3,OEX,CALENDAR,OOS,403
2024-04-29,2024-05-03,499.5564,500.2499,52,36.06,13.2596,13.2925,26.5521,False,4,TOM,CALENDAR,OOS,404
2024-05-13,2024-05-16,510.1829,517.2744,51,361.67,13.2754,13.4705,26.746,False,3,OEX,CALENDAR,OOS,405
2024-05-23,2024-05-24,515.1289,518.0082,52,149.72,13.6646,13.7531,27.4177,False,1,PRE_HOLIDAY,CALENDAR,OOS,406
2024-05-30,2024-06-05,511.8479,523.1253,52,586.42,13.5776,13.8839,27.4615,False,4,TOM,CALENDAR,OOS,407
2024-06-17,2024-06-20,535.8333,535.1893,51,-32.85,13.927,13.9244,27.8514,False,2,"OEX,PRE_HOLIDAY",CALENDAR,OOS,408
2024-06-27,2024-07-03,536.8446,541.2939,51,226.91,13.9503,14.0769,28.0272,False,4,"PRE_HOLIDAY,TOM",CALENDAR,OOS,409
2024-07-15,2024-07-18,551.7403,542.4715,50,-463.44,14.0494,13.8354,27.8848,False,3,OEX,CALENDAR,OOS,410
2024-07-30,2024-08-05,532.5511,507.8414,51,-1260.19,13.853,13.241,27.094,False,4,TOM,CALENDAR,OOS,411
2024-08-12,2024-08-15,523.9735,542.8737,49,926.11,13.106,13.5853,26.6913,False,3,OEX,CALENDAR,OOS,412
