leg,ticker,entry_date,exit_date,entry_price,exit_price,shares,pnl,cost,liquidity_constrained,hold_days,exit_reason,period,trade_id
IBS,SPY,2018-01-16,2018-01-17,244.5742,246.6452,51,105.62,13.215,False,1,IBS_TP,IS,1
IBS,SPY,2018-01-29,2018-02-01,251.3824,248.3845,50,-149.89,13.0879,False,3,ATR_STOP,IS,2
IBS,SPY,2018-02-02,2018-02-05,243.2305,232.815,51,-531.19,12.6655,False,1,ATR_STOP,IS,3
IBS,SPY,2018-02-07,2018-02-08,236.3608,227.2575,50,-455.16,12.1102,False,1,ATR_STOP,IS,4
IBS,SPY,2018-02-21,2018-02-23,238.4623,242.3242,48,185.37,12.0404,False,2,IBS_TP,IS,5
IBS,SPY,2018-02-27,2018-03-01,242.3299,236.1405,48,-297.09,11.9852,False,2,ATR_STOP,IS,6
IBS,SPY,2018-03-12,2018-03-15,245.9414,242.5801,46,-154.62,11.71,False,3,TIME_STOP,IS,7
IBS,SPY,2018-03-16,2018-03-21,243.0964,239.5042,46,-165.24,11.5733,False,3,TIME_STOP,IS,8
IBS,SPY,2018-03-22,2018-03-23,233.7612,228.5397,47,-245.41,11.35,False,1,ATR_STOP,IS,9
IBS,SPY,2018-03-27,2018-04-02,231.0394,228.026,46,-138.62,11.0363,False,3,TIME_STOP,IS,10
IBS,SPY,2018-04-06,2018-04-11,230.2593,233.5968,46,153.52,11.1481,False,3,TIME_STOP,IS,11
IBS,SPY,2018-04-30,2018-05-01,234.5058,234.6773,46,7.89,11.2661,False,1,IBS_TP,IS,12
IBS,SPY,2018-05-02,2018-05-03,233.3444,232.5872,46,-34.83,11.1906,False,1,IBS_TP,IS,13
IBS,SPY,2018-05-22,2018-05-23,241.6868,242.0992,44,18.14,11.0932,False,1,IBS_TP,IS,14
IBS,SPY,2018-06-11,2018-06-14,246.9618,246.8553,43,-4.58,11.057,False,3,TIME_STOP,IS,15
IBS,SPY,2018-06-21,2018-06-25,244.2236,241.0868,44,-138.02,11.1269,False,2,ATR_STOP,IS,16
IBS,SPY,2018-06-27,2018-07-02,239.8689,241.852,44,87.25,11.0463,False,3,IBS_TP,IS,17
IBS,SPY,2018-07-03,2018-07-05,241.2492,242.964,44,75.45,11.1007,False,1,IBS_TP,IS,18
IBS,SPY,2018-07-11,2018-07-12,246.5567,248.5331,43,84.99,11.0844,False,1,IBS_TP,IS,19
IBS,SPY,2018-07-20,2018-07-23,249.068,249.2715,43,8.75,11.1547,False,1,IBS_TP,IS,20
IBS,SPY,2018-07-26,2018-07-30,252.3274,249.0491,43,-140.96,11.2188,False,2,ATR_STOP,IS,21
IBS,SPY,2018-08-09,2018-08-13,253.8679,250.9619,42,-122.05,11.029,False,2,ATR_STOP,IS,22
IBS,SPY,2018-08-23,2018-08-24,254.5092,255.7748,41,51.89,10.8789,False,1,IBS_TP,IS,23
IBS,SPY,2018-09-10,2018-09-11,256.5664,257.1448,41,23.72,10.9485,False,1,IBS_TP,IS,24
IBS,SPY,2018-09-17,2018-09-20,257.6706,261.1749,41,143.68,11.0531,False,3,IBS_TP,IS,25
IBS,SPY,2018-09-21,2018-09-26,261.2075,259.0507,41,-88.43,11.0819,False,3,TIME_STOP,IS,26
IBS,SPY,2018-10-03,2018-10-05,260.966,257.2098,41,-154.0,11.0388,False,2,ATR_STOP,IS,27
IBS,SPY,2018-10-10,2018-10-11,248.961,243.2239,42,-240.96,10.7684,False,1,ATR_STOP,IS,28
IBS,SPY,2018-10-15,2018-10-16,245.4723,250.5786,42,214.46,10.8513,False,1,IBS_TP,IS,29
IBS,SPY,2018-10-19,2018-10-23,247.1272,244.5106,42,-109.9,10.7587,False,2,IBS_TP,IS,30
IBS,SPY,2019-02-25,2019-02-27,251.5126,250.9634,41,-22.52,10.7201,False,2,IBS_TP,IS,31
IBS,SPY,2019-03-06,2019-03-08,249.542,246.7027,41,-116.41,10.591,False,2,IBS_TP,IS,32
IBS,SPY,2019-03-22,2019-03-27,252.3764,252.475,41,4.05,10.7704,False,3,TIME_STOP,IS,33
IBS,SPY,2019-04-17,2019-04-18,261.5947,261.8375,39,9.47,10.6072,False,1,IBS_TP,IS,34
IBS,SPY,2019-04-24,2019-04-26,264.107,264.8982,39,30.86,10.7128,False,2,IBS_TP,IS,35
IBS,SPY,2019-05-01,2019-05-03,263.7274,265.4579,39,67.49,10.716,False,2,IBS_TP,IS,36
IBS,SPY,2019-05-17,2019-05-22,258.3322,257.874,40,-18.32,10.737,False,3,TIME_STOP,IS,37
IBS,SPY,2019-05-28,2019-05-31,253.1899,248.5206,41,-191.44,10.7085,False,3,TIME_STOP,IS,38
IBS,SPY,2019-06-10,2019-06-13,261.1609,261.4403,39,10.9,10.5951,False,3,TIME_STOP,IS,39
IBS,SPY,2019-06-17,2019-06-20,261.5224,267.1101,39,217.92,10.7114,False,3,IBS_TP,IS,40
IBS,SPY,2019-06-21,2019-06-26,266.999,263.5193,39,-135.71,10.747,False,3,TIME_STOP,IS,41
IBS,SPY,2019-07-16,2019-07-18,272.2479,271.1037,38,-43.48,10.7124,False,2,IBS_TP,IS,42
IBS,SPY,2019-07-19,2019-07-23,269.8777,272.1926,38,87.96,10.6883,False,2,IBS_TP,IS,43
IBS,SPY,2019-08-01,2019-08-05,267.7618,257.4861,38,-390.47,10.3705,False,2,ATR_STOP,IS,44
IBS,SPY,2019-08-12,2019-08-13,261.6138,265.4062,38,144.11,10.4085,False,1,IBS_TP,IS,45
IBS,SPY,2019-08-14,2019-08-16,257.8269,262.0495,39,164.68,10.5454,False,2,IBS_TP,IS,46
IBS,SPY,2019-08-20,2019-08-23,263.4483,258.4205,39,-196.08,10.585,False,3,TIME_STOP,IS,47
IBS,SPY,2019-08-27,2019-08-28,260.5239,262.0857,38,59.35,10.3282,False,1,IBS_TP,IS,48
IBS,SPY,2019-09-19,2019-09-24,273.4286,269.6579,37,-139.52,10.428,False,3,ATR_STOP,IS,49
IBS,SPY,2019-10-01,2019-10-02,267.5385,262.5397,37,-184.96,10.1856,False,1,ATR_STOP,IS,50
IBS,SPY,2019-10-07,2019-10-10,267.3926,267.2609,36,-4.74,9.9942,False,3,TIME_STOP,IS,51
IBS,SPY,2019-10-11,2019-10-16,270.3121,271.9638,36,59.46,10.1329,False,3,TIME_STOP,IS,52
IBS,SPY,2019-10-22,2019-10-23,272.8028,273.3127,36,18.36,10.2029,False,1,IBS_TP,IS,53
IBS,SPY,2019-11-29,2019-12-02,286.7614,284.0312,34,-92.83,10.0492,False,1,ATR_STOP,IS,54
IBS,SPY,2019-12-09,2019-12-11,286.3691,286.5648,34,6.65,10.0873,False,2,IBS_TP,IS,55
IBS,SPY,2019-12-17,2019-12-19,291.5604,292.4709,33,30.05,9.9737,False,2,IBS_TP,IS,56
IBS,SPY,2019-12-30,2019-12-31,294.3782,294.7881,33,13.53,10.0578,False,1,IBS_TP,IS,57
IBS,SPY,2020-01-10,2020-01-13,298.623,300.366,33,57.52,10.2198,False,1,IBS_TP,IS,58
IBS,SPY,2020-01-22,2020-01-23,303.7848,303.819,32,1.09,10.0484,False,1,IBS_TP,IS,59
IBS,SPY,2020-01-29,2020-01-30,299.4574,300.1187,33,21.82,10.2324,False,1,IBS_TP,IS,60
IBS,SPY,2020-01-31,2020-02-05,294.9742,304.863,33,326.33,10.2386,False,3,IBS_TP,IS,61
IBS,SPY,2020-02-11,2020-02-12,307.3789,309.0395,33,54.8,10.5131,False,1,IBS_TP,IS,62
IBS,SPY,2020-02-24,2020-02-25,295.6068,286.3525,34,-314.65,10.2495,False,1,ATR_STOP,IS,63
IBS,SPY,2020-02-26,2020-02-27,285.5952,272.4857,35,-458.83,10.1334,False,1,ATR_STOP,IS,64
IBS,SPY,2020-05-28,2020-05-29,279.4081,280.362,34,32.43,9.8723,False,1,IBS_TP,IS,65
IBS,SPY,2020-06-10,2020-06-11,294.1911,276.9441,32,-551.91,9.4737,False,1,ATR_STOP,IS,66
IBS,SPY,2020-06-17,2020-06-18,287.4221,287.2349,31,-5.8,9.2337,False,1,IBS_TP,IS,67
IBS,SPY,2020-06-23,2020-06-25,289.0481,284.3996,31,-144.1,9.2149,False,2,IBS_TP,IS,68
IBS,SPY,2020-06-26,2020-06-29,277.9329,281.7253,32,121.36,9.2927,False,1,IBS_TP,IS,69
IBS,SPY,2020-07-02,2020-07-08,289.2149,292.5704,31,104.02,9.3456,False,3,IBS_TP,IS,70
IBS,SPY,2020-07-13,2020-07-14,291.6324,295.106,31,107.68,9.4176,False,1,IBS_TP,IS,71
IBS,SPY,2020-07-28,2020-07-29,297.4956,300.843,31,103.77,9.5947,False,1,IBS_TP,IS,72
IBS,SPY,2020-08-11,2020-08-14,308.2682,311.6881,30,102.6,9.6085,False,3,TIME_STOP,IS,73
IBS,SPY,2020-08-19,2020-08-20,312.3715,313.0206,30,19.47,9.69,False,1,IBS_TP,IS,74
IBS,SPY,2020-08-31,2020-09-01,323.5609,326.2716,29,78.61,9.7202,False,1,IBS_TP,IS,75
IBS,SPY,2020-09-03,2020-09-08,319.93,308.3291,29,-336.43,9.4139,False,2,ATR_STOP,IS,76
IBS,SPY,2020-09-10,2020-09-15,309.278,314.7695,29,159.25,9.3544,False,3,TIME_STOP,IS,77
IBS,SPY,2020-09-16,2020-09-21,313.8443,303.766,29,-292.27,9.2605,False,3,IBS_TP,IS,78
IBS,SPY,2020-09-23,2020-09-25,300.0536,305.4011,30,160.42,9.3981,False,2,IBS_TP,IS,79
IBS,SPY,2020-09-29,2020-10-02,309.1024,310.1486,29,30.34,9.2843,False,3,TIME_STOP,IS,80
IBS,SPY,2020-10-06,2020-10-07,311.4831,316.5776,29,147.74,9.411,False,1,IBS_TP,IS,81
IBS,SPY,2020-10-14,2020-10-15,323.5728,322.8394,29,-21.27,9.6775,False,1,IBS_TP,IS,82
IBS,SPY,2020-10-16,2020-10-21,322.9776,318.4079,29,-132.52,9.6034,False,3,TIME_STOP,IS,83
IBS,SPY,2020-10-27,2020-10-28,314.5427,303.478,29,-320.87,9.2648,False,1,ATR_STOP,IS,84
IBS,SPY,2020-11-09,2020-11-10,329.7385,328.9154,27,-22.22,9.1755,False,1,IBS_TP,IS,85
IBS,SPY,2020-11-18,2020-11-19,331.3381,332.39,26,27.35,8.9019,False,1,IBS_TP,IS,86
IBS,SPY,2020-11-20,2020-11-24,330.4546,337.4441,27,188.71,9.3008,False,2,IBS_TP,IS,87
IBS,SPY,2020-12-09,2020-12-11,341.168,340.3056,26,-22.42,9.1284,False,2,IBS_TP,IS,88
IBS,SPY,2020-12-14,2020-12-15,339.1313,343.3622,26,110.0,9.141,False,1,IBS_TP,IS,89
IBS,SPY,2020-12-23,2020-12-24,343.2946,344.2754,26,25.5,9.2048,False,1,IBS_TP,IS,90
IBS,SPY,2020-12-29,2020-12-31,346.9276,348.8286,26,49.43,9.3113,False,2,IBS_TP,IS,91
IBS,SPY,2021-01-14,2021-01-19,353.4652,353.2789,26,-4.84,9.455,False,2,IBS_TP,IS,92
IBS,SPY,2021-01-26,2021-01-27,358.4432,349.3229,25,-228.01,9.1058,False,1,ATR_STOP,IS,93
IBS,SPY,2021-01-29,2021-02-01,345.6296,351.021,26,140.18,9.3279,False,1,IBS_TP,IS,94
IBS,SPY,2021-02-19,2021-02-23,364.271,361.536,25,-68.38,9.3336,False,2,IBS_TP,IS,95
IBS,SPY,2021-02-25,2021-03-01,357.0795,363.4767,25,159.93,9.2679,False,2,IBS_TP,IS,96
IBS,SPY,2021-03-02,2021-03-04,361.0116,351.4595,25,-238.8,9.1662,False,2,ATR_STOP,IS,97
IBS,SPY,2021-03-08,2021-03-11,356.5099,367.1621,25,266.31,9.3064,False,3,TIME_STOP,IS,98
IBS,SPY,2021-03-18,2021-03-23,365.6252,364.5922,25,-25.82,9.3884,False,3,TIME_STOP,IS,99
IBS,SPY,2021-03-24,2021-03-25,363.1122,364.7795,25,41.68,9.3585,False,1,IBS_TP,IS,100
IBS,SPY,2021-04-14,2021-04-15,385.5346,389.2764,24,89.8,9.5451,False,1,IBS_TP,IS,101
IBS,SPY,2021-04-22,2021-04-27,386.3029,390.8209,24,108.43,9.5726,False,3,TIME_STOP,IS,102
IBS,SPY,2021-04-28,2021-04-29,391.1098,393.1986,24,50.13,9.6588,False,1,IBS_TP,IS,103
IBS,SPY,2021-05-03,2021-05-04,391.8594,389.0424,24,-67.61,9.6174,False,1,IBS_TP,IS,104
IBS,SPY,2021-05-05,2021-05-06,389.5637,392.2718,24,65.0,9.6288,False,1,IBS_TP,IS,105
IBS,SPY,2021-05-10,2021-05-11,391.6157,387.7225,24,-93.44,9.5994,False,1,IBS_TP,IS,106
IBS,SPY,2021-05-12,2021-05-14,379.8751,389.941,24,241.58,9.4869,False,2,IBS_TP,IS,107
IBS,SPY,2021-05-18,2021-05-19,385.9938,384.5867,25,-35.18,9.8921,False,1,IBS_TP,IS,108
IBS,SPY,2021-05-21,2021-05-26,388.8048,392.2718,24,83.21,9.6221,False,3,TIME_STOP,IS,109
IBS,SPY,2021-05-27,2021-06-02,392.8808,393.4512,24,13.69,9.6853,False,3,TIME_STOP,IS,110
IBS,SPY,2021-06-09,2021-06-11,395.0922,397.1767,24,50.03,9.7553,False,2,IBS_TP,IS,111
IBS,SPY,2021-06-18,2021-06-21,390.0579,395.2362,25,129.46,10.0731,False,1,IBS_TP,IS,112
IBS,SPY,2021-06-23,2021-06-28,397.2776,401.4438,25,104.15,10.2413,False,3,IBS_TP,IS,113
IBS,SPY,2021-07-13,2021-07-16,409.4891,405.0783,24,-105.86,10.0225,False,3,TIME_STOP,IS,114
IBS,SPY,2021-08-02,2021-08-03,411.3693,414.291,24,70.12,10.1564,False,1,IBS_TP,IS,115
IBS,SPY,2021-08-04,2021-08-05,412.676,414.8639,24,52.51,10.1792,False,1,IBS_TP,IS,116
IBS,SPY,2021-08-18,2021-08-20,412.8639,416.3665,24,84.06,10.1973,False,2,IBS_TP,IS,117
IBS,SPY,2021-08-26,2021-08-27,419.5196,422.8372,24,79.62,10.3553,False,1,IBS_TP,IS,118
IBS,SPY,2021-09-01,2021-09-07,424.7276,423.9735,24,-18.1,10.431,False,3,TIME_STOP,IS,119
IBS,SPY,2021-09-09,2021-09-14,422.0766,417.1273,24,-118.78,10.3171,False,3,ATR_STOP,IS,120
IBS,SPY,2021-09-17,2021-09-20,416.2802,408.9198,24,-176.65,10.1495,False,1,ATR_STOP,IS,121
IBS,SPY,2021-09-21,2021-09-24,408.9525,418.2187,24,222.39,10.1735,False,3,IBS_TP,IS,122
IBS,SPY,2021-09-28,2021-10-01,409.0375,409.1082,24,1.7,10.0665,False,3,IBS_TP,IS,123
IBS,SPY,2021-10-07,2021-10-12,413.6963,408.524,24,-124.14,10.1162,False,3,TIME_STOP,IS,124
IBS,SPY,2021-10-26,2021-10-28,430.0115,431.7948,23,41.02,10.1488,False,2,IBS_TP,IS,125
IBS,SPY,2021-11-11,2021-11-12,437.3769,440.227,23,65.55,10.3281,False,1,IBS_TP,IS,126
IBS,SPY,2021-11-19,2021-11-23,442.2055,441.0938,22,-24.46,9.9416,False,2,IBS_TP,IS,127
IBS,SPY,2021-11-26,2021-12-01,432.8501,424.4272,23,-193.73,10.0975,False,3,ATR_STOP,IS,128
IBS,SPY,2021-12-09,2021-12-10,439.8102,443.4961,22,81.09,9.9473,False,1,IBS_TP,IS,129
IBS,SPY,2021-12-13,2021-12-15,440.0177,443.3642,22,73.62,9.9482,False,2,IBS_TP,IS,130
IBS,SPY,2021-12-16,2021-12-20,439.9045,430.154,22,-214.51,9.8015,False,2,IBS_TP,IS,131
IBS,SPY,2021-12-30,2022-01-03,450.6394,451.6439,21,21.09,9.6939,False,2,IBS_TP,IS,132
IBS,SPY,2022-01-05,2022-01-10,443.2764,440.1095,22,-69.67,9.9471,False,3,IBS_TP,IS,133
IBS,SPY,2022-01-13,2022-01-14,439.6329,439.3626,22,-5.95,9.8984,False,1,IBS_TP,IS,134
IBS,SPY,2022-01-19,2022-01-21,427.5379,414.0814,22,-296.04,9.4869,False,2,ATR_STOP,IS,135
IBS,SPY,2022-02-03,2022-02-08,422.6641,426.3344,22,80.75,9.5687,False,3,IBS_TP,IS,136
IBS,SPY,2022-02-10,2022-02-15,425.2383,421.7585,22,-76.56,9.5473,False,3,IBS_TP,IS,137
IBS,SPY,2022-03-23,2022-03-24,421.319,427.232,22,130.09,9.5669,False,1,IBS_TP,IS,138
IBS,SPY,2022-03-31,2022-04-01,428.7618,429.5366,22,17.05,9.6743,False,1,IBS_TP,IS,139
IBS,SPY,2022-04-05,2022-04-08,428.1827,424.4628,22,-81.84,9.6103,False,3,TIME_STOP,IS,140
IBS,SPY,2023-01-17,2023-01-19,382.5589,373.3942,25,-229.12,9.7108,False,2,ATR_STOP,IS,141
IBS,SPY,2023-01-30,2023-01-31,385.2711,390.5346,24,126.33,9.5603,False,1,IBS_TP,IS,142
IBS,SPY,2023-02-03,2023-02-07,396.5812,398.903,23,53.4,9.3882,False,2,IBS_TP,IS,143
IBS,SPY,2023-02-08,2023-02-10,394.9462,392.0334,24,-69.91,9.6946,False,2,IBS_TP,IS,144
IBS,SPY,2023-02-16,2023-02-17,392.6669,391.2841,24,-33.19,9.6578,False,1,IBS_TP,IS,145
IBS,SPY,2023-02-21,2023-02-24,383.8284,380.8307,24,-71.95,9.4264,False,3,IBS_TP,IS,146
IBS,SPY,2023-02-27,2023-03-02,382.5204,382.2046,24,-7.58,9.4265,False,3,IBS_TP,IS,147
IBS,SPY,2023-03-06,2023-03-09,389.0026,376.1996,24,-307.27,9.4317,False,3,ATR_STOP,IS,148
IBS,SPY,2023-03-17,2023-03-20,376.508,379.7379,24,77.52,9.3245,False,1,IBS_TP,IS,149
IBS,SPY,2023-03-22,2023-03-24,378.5546,381.6765,24,74.93,9.3725,False,2,IBS_TP,IS,150
IBS,SPY,2023-04-12,2023-04-13,393.9433,398.7667,23,110.94,9.3545,False,1,IBS_TP,IS,151
IBS,SPY,2023-04-25,2023-04-27,392.0415,397.7443,23,131.17,9.3202,False,2,IBS_TP,IS,152
IBS,SPY,2023-05-01,2023-05-03,401.1454,393.5103,23,-175.61,9.3763,False,2,ATR_STOP,IS,153
IBS,SPY,2023-05-09,2023-05-11,396.7238,397.4742,23,17.26,9.3721,False,2,IBS_TP,IS,154
IBS,SPY,2023-05-16,2023-05-17,396.0673,400.464,23,101.12,9.3991,False,1,IBS_TP,IS,155
IBS,SPY,2023-05-23,2023-05-26,399.7745,405.0837,23,122.11,9.4945,False,3,IBS_TP,IS,156
IBS,SPY,2023-06-05,2023-06-06,412.3345,412.809,23,10.91,9.7267,False,1,IBS_TP,IS,157
IBS,SPY,2023-06-07,2023-06-08,411.8035,413.8699,23,47.53,9.7327,False,1,IBS_TP,IS,158
IBS,SPY,2023-06-16,2023-06-22,425.843,422.5514,22,-72.42,9.5589,False,3,IBS_TP,IS,159
IBS,SPY,2023-06-26,2023-06-27,418.0716,422.2223,22,91.32,9.4696,False,1,IBS_TP,IS,160
IBS,SPY,2023-07-07,2023-07-10,424.9613,425.6007,22,14.07,9.5824,False,1,IBS_TP,IS,161
IBS,SPY,2023-07-20,2023-07-25,438.1687,440.8763,21,56.86,9.4455,False,3,TIME_STOP,IS,162
IBS,SPY,2023-07-27,2023-07-28,438.4691,442.3091,22,84.48,9.9144,False,1,IBS_TP,IS,163
IBS,SPY,2023-08-02,2023-08-07,436.1823,436.2975,22,2.54,9.8239,False,3,IBS_TP,IS,164
IBS,SPY,2023-08-09,2023-08-14,431.938,433.7806,22,40.54,9.7493,False,3,IBS_TP,IS,165
IBS,SPY,2023-08-15,2023-08-18,429.1668,422.5417,22,-145.75,9.5952,False,3,IBS_TP,IS,166
IBS,SPY,2023-08-22,2023-08-23,424.5736,428.863,22,94.37,9.6146,False,1,IBS_TP,IS,167
IBS,SPY,2023-08-24,2023-08-25,423.3527,425.9009,22,56.06,9.5692,False,1,IBS_TP,IS,168
IBS,SPY,2023-08-31,2023-09-06,436.3955,431.951,22,-97.78,9.7796,False,3,TIME_STOP,IS,169
IBS,SPY,2023-09-12,2023-09-14,432.1706,435.9587,22,83.34,9.7771,False,2,IBS_TP,IS,170
IBS,SPY,2023-09-15,2023-09-19,431.1473,430.0649,22,-23.81,9.701,False,2,IBS_TP,IS,171
IBS,SPY,2023-09-20,2023-09-21,426.5478,419.0681,22,-164.55,9.5297,False,1,ATR_STOP,IS,172
IBS,SPY,2023-09-22,2023-09-25,418.5545,419.8841,22,29.25,9.4503,False,1,IBS_TP,IS,173
IBS,SPY,2023-09-26,2023-09-29,414.1397,415.2697,23,25.99,9.7758,False,3,TIME_STOP,IS,174
IBS,SPY,2023-10-03,2023-10-04,409.968,412.5303,23,58.93,9.6961,False,1,IBS_TP,IS,175
IBS,SPY,2023-10-13,2023-10-18,419.6047,417.9218,23,-38.71,9.8695,False,3,TIME_STOP,IS,176
IBS,SPY,2023-10-19,2023-10-24,414.6745,411.5297,23,-72.33,9.7388,False,3,TIME_STOP,IS,177
IBS,SPY,2023-11-09,2023-11-10,421.8802,428.0248,22,135.18,9.5782,False,1,IBS_TP,IS,178
IBS,SPY,2023-11-29,2023-11-30,442.0773,443.3641,21,27.02,9.5144,False,1,IBS_TP,IS,179
IBS,SPY,2023-12-06,2023-12-08,442.2232,447.0556,22,106.31,10.009,False,2,IBS_TP,IS,180
IBS,SPY,2023-12-20,2023-12-21,457.197,461.0605,21,81.13,9.8576,False,1,IBS_TP,IS,181
TOM,SPY,2018-01-30,2018-02-05,248.8022,232.8151,16,-255.79,4.0162,False,6,TOM_CALENDAR,IS,182
TOM,QQQ,2018-01-30,2018-02-05,160.1863,149.9802,26,-265.36,4.2996,False,6,TOM_CALENDAR,IS,183
TOM,IWM,2018-01-30,2018-02-05,142.1729,133.6533,29,-247.07,4.2996,False,6,TOM_CALENDAR,IS,184
TOM,SPY,2018-02-27,2018-03-05,242.3298,240.1014,16,-35.65,4.0237,False,6,TOM_CALENDAR,IS,185
TOM,QQQ,2018-02-27,2018-03-05,159.7971,159.1907,24,-14.55,4.0769,False,6,TOM_CALENDAR,IS,186
TOM,IWM,2018-02-27,2018-03-05,138.1751,138.885,28,19.88,4.1695,False,6,TOM_CALENDAR,IS,187
TOM,SPY,2018-03-28,2018-04-04,230.3567,233.4198,16,49.01,3.8739,False,7,TOM_CALENDAR,IS,188
TOM,QQQ,2018-03-28,2018-04-04,149.5568,151.7627,26,57.35,4.1868,False,7,TOM_CALENDAR,IS,189
TOM,IWM,2018-03-28,2018-04-04,136.273,137.8019,28,42.81,4.1275,False,7,TOM_CALENDAR,IS,190
TOM,SPY,2018-04-27,2018-05-03,236.3232,232.5873,16,-59.77,3.9144,False,6,TOM_CALENDAR,IS,191
TOM,QQQ,2018-04-27,2018-05-03,154.1598,153.7199,25,-11.0,4.1066,False,6,TOM_CALENDAR,IS,192
TOM,IWM,2018-04-27,2018-05-03,140.2438,139.2964,28,-26.53,4.2024,False,6,TOM_CALENDAR,IS,193
TOM,SPY,2018-05-30,2018-06-05,241.6868,243.6404,16,31.26,4.0451,False,6,TOM_CALENDAR,IS,194
TOM,QQQ,2018-05-30,2018-06-05,161.8537,166.1091,24,102.13,4.1805,False,6,TOM_CALENDAR,IS,195
TOM,IWM,2018-05-30,2018-06-05,148.7565,150.0919,26,34.72,4.1506,False,6,TOM_CALENDAR,IS,196
TOM,SPY,2018-06-28,2018-07-05,241.2403,242.964,16,27.58,4.0355,False,7,TOM_CALENDAR,IS,197
TOM,QQQ,2018-06-28,2018-07-05,163.1627,164.6366,24,35.37,4.1792,False,7,TOM_CALENDAR,IS,198
TOM,IWM,2018-06-28,2018-07-05,148.5752,151.6444,26,79.8,4.1691,False,7,TOM_CALENDAR,IS,199
